title_lemmatized,text_lemmatized,rating
great purchase,blepharitis get have plastic encase plastic bead fluid mask well feel well skin hold heat lot well do not resist great purchase wish slightly wide version life,5.0
great,perfect describe work son love,5.0
defective use,order december need use recently like product receive defective handle turn tighten screw repairable go purchase add product return exchange new disappointed amazon restriction item use amazon new,3.0
cute,see somone cool u need mix foundation different shade,4.0
great new wear quickly,like short time lot,4.0
cheap n fake,complete water money,1.0
star,great dog brush work great dyson system,4.0
I m new transition natural hair girl give,I m new transition natural hair girl give four hard determine time product work curl know previous pantene product work straight hair give four,4.0
false lash,like super long lash suit I m go away christmas gift long,2.0
love,love buy size big hold small battery pack different pattern buy,5.0
disappoint,love smell make hair feel day develop thick oily film root scalp disappoint love hask product,2.0
star,terrible do not stick come hair wash,1.0
ready snap,headband pretty elastic sew band cam package ready snap wish know attach photo,1.0
opaque translucent,sheer,1.0
,anybody know coty wild musk know definitely,1.0
hair super thin,hair thick bundle thickness weft roll roll hair immediately notice hair super thin end decent thickness thirteen way need sew hair week go ahead hair double track semi track overall style look super thin two five bundle usually use two bundle natural look use hair ill probably u track full,2.0
ok great ok help straighten hair,ok great ok help straighten hair like flat iron brush include use product use flat iron hair straight,2.0
color expect,color glittery white coat personally do not like turn opaque,1.0
trash,price be not worth color do not look good,1.0
worth money,worth buy messy buy rembrandt intense stain remove toothpaste instead amaze quickly work people review say thing era bleaching tray pass,1.0
do not waste,cape there s catch hair do not waste,1.0
well cleaning whiten,work I ve six year,5.0
do not waste time money,durable unit plug go father get spot plus tool pull fix time buy new oneespecially,1.0
work,impressed product ten year old go phase pull eyelash point leave get stop pick start long wait grow start growth come product week lash completely easy apply go bed night glad find product do not continue wait,5.0
try you ll love,love long beard need condition make beard look fantastic prepared compliment,5.0
star,kristofer buckle make nice foundation easy apply cover try,5.0
work sting little,work stung bit face burn little bed smell kind funky definitely work pretty easily tan skin suggest light lotion face sting little bit eye especially,4.0
do not work return,return do not work hair sort curl long leave curl would not take way long curl hair do not hairspray curls work fall couple hour friend sister curler month curl last forty - five day hair day waste time do not work return,2.0
love smell,lot compliment smell great star wish long buy,4.0
great halloween nail,think cute love rhe white nail glow dark thing wish spider web size receive two pack well nail glue come,4.0
star,love,5.0
worth,do not hot fast use straightener small area time purchase different brand straighten brush well result,1.0
nice tip,tip come neatly pack organize nice sturdy tray tip little thinker normally use bit extra filing sturdy crystal clear,4.0
,impressed water jet simple effective have electric version happy ready use time fill clean fussing kit come adapter know plumbing do not need diverter attaches faucet highquality metal experience water filter cheap rest plastic jet brush screw will not pop wear snap hose flexible screw nut hold lastly make strong jet light water pressure old house do not great water pressure convert plenty great able use warm water control pressure like small sink bath leave attach run hose faucet attach rack sink way handy,5.0
hard pass,do not waterproof,3.0
buy quickly,buy quickly confiscate thirteen year old get lot compliment unique look product,4.0
like,like product,4.0
okay purpose purchase item,okay purpose purchase item give vet could not lose watch month ago,3.0
pos,"pos year doubt bad razor suck take forever shave weak motor give clean shave ask year reason people stay abusive relationship razor talk pointed finger slap I ve I m leave seven thousand , one hundred and ten find schlubb wash nasty blade",1.0
fun sequin bow,order bow 3yearold daughter excited love fun rainbow sequin bow little large wear fine ponytail metal alligator clip pull hair careful putting take fine like bow believe bit overprice one bow pay current price single bow maybe three pack,4.0
thank,love concept bag small daughter want want know bag come large size thank,4.0
small expect,worth price small container love spice like help conserve product price,3.0
product page disclose list ingredient,usually use asinb0019gx37 g sandal turmeric soap auromere ayurvedic product two seventy - five oz bar soap think I d try change pace do not use soap contain artificial chemical I m check new brand soap thing look ingredient list product page soap state ingredient turmeric sandalwood suspicious ingredient go ahead buy soap turn right concerned receive soap list ingredient box soap noodle milk powder tcs turmeric extract metric edta codex ds tinogard tcs triclosan tinogard pentaerythrityl tetraditbutyl hydroxyhydrocinnamate artificial chemical purchase soap know ingredient reader research come conclusion chemical reason I m give soap low possible rating seller disclose ingredient list product page consumer able inform choice recommend look sandalwoodturmeric soap buy auromere product instead,1.0
queja,llego el producto por favor resolver el problema,1.0
dry,want like product leave watery emailed company confirm consistency would not mind runny leave son hair dry follow leave i m product do not create slip hair,3.0
