title_lemmatized,text_lemmatized,rating
este es un producto peligroso,use un parche una sola vez y provoco un desvanecimiento por un descenso la presion sanguinea cai al suelo y lastime una mano hay ninguna advertencia sobre los peligros de usar estos parch quiero mi dinero de regreso y los demando legalmente porque puedo probar el desvanecimiento ya que luego que el parche la presion se normalizo en una hora,1.0
washable pad,like come w bag christmas shoe box,4.0
two pack,good thing 2pack break one week little ball keep two part come long lock afraid I ve see keyring experience problem hold do not expect forever price ok,4.0
perfect,love box perfect oil,5.0
fake,like original two year old head work well new pricky,2.0
come rust wood rot stain like leave damp cellar,pay forcheap work purpose gross tarnish like leave outside rain month wood start rot,2.0
cute,I m daughter rise gold theme graduation celebration cute air hand pump blow mix white balloon dollar tree add color coordination theme clear balloon look kind foggy away have use one came look way,4.0
little big 2x2,describe 2x2 fit tent twenty - seven 5x27 five net square big tent big deal nice quality extra bit hang way 2x2 exact fit,4.0
unpleasantly surprised,pair shoe buy wedding do not know end wear synagogue week traction fine look notice pad move shoe surprise photo use challenging remove sticker pad,3.0
curl hair,iron curl huge disappointment,1.0
worth,twenty total like open box sell,1.0
clean gum,receive broken pump water second work great,4.0
star,do not hot curl lash,3.0
hopeful flavor,love blend vanilla protein banana think great taste hope drink add usual protein drink bc ingredient great bad taste bc body tolerate,3.0
look well tool,buy product expand fit large invicta watch find could not open one can not find proper fit collection bit watch groove do not find spanner easy handle stable,3.0
product new spouse terribly sick sure bad,product spouse terribly sick sure bad batch try second time sure sick yep definitely super disappointed can not return save money throw,1.0
work perfectly,work easy,4.0
flatten two day,thick comfortable come package use medical boot hot insert flat cushion double two day,2.0
thin way big,thin floade face consider face mask oversized,3.0
do not work,do not understand read lot review buy do not help kid glass stay son daughter feel annoyed nose sticky glass stay place,3.0
send test receive result,test son receive problem hear receive result,1.0
ok,squeeze hard ankle area nice,2.0
great,think straw flimsy work beverage heavy consistency water definitely use stir drink lid,2.0
expect,do not like way fit,3.0
bad spray nozzle,actual bottle nice sprayer week kind stop do not spray drip,3.0
thing remove amazon,thing remove amazon upward movement strangle,1.0
o k,be not think o k,3.0
work,buy item daughter christmas gift love granddaughter buy work great,5.0
good,exactly want curl iron melt come contact,4.0
star,good stuff help leg foot cramp,4.0
great party decoration,great way decorate indoor porch buy temporary decoration party event fun color choose certainly favorite party decoration,5.0
do not expect squeak,carry large pill need squeak open close try different lube try eliminate squeaking occur careful use ie church doctor office,3.0
good,plug tiny bathroom difference remove smoke husband put smoking room smoke flow door open thing stop save money,2.0
absolutely love glass file well,use file file four month old nail instead clip absolutely love glass file well stand test time nice solid thankful find,5.0
amazing,amazing grow,5.0
black putty partially dry,think actual product great product receive half black portion rock hard usable try use portion leave earplug shape correctly black putty dry pretty disappointed note remove white putty white black mix equal black putty partially dry mixed putty stiff mold correctly,2.0
useful season,season heat pack leak day find salt andor bed wrap towel dark piece stuff look like mold float inside pack start leak,2.0
do not bother look,bother item roller super cheap broke use metal rust,1.0
wrong product,be not product picture send adjustable tie hurt ear,1.0
want refund,terrible son eight year old small set way big glass say return like money,1.0
iron packet,purchase help boost iron level actually think pill form imagine surprise find liquid packet add bottle water unpleasant aftertaste do not like flavor give away recipient love major complaint be not iron packet provide substantial boost iron cost contain way iron product arrive time package securely arrive intact safely,3.0
